============================================================
  Generated by:           Genus(TM) Synthesis Solution GENUS15.23 - 15.20-s040_1
  Generated on:           Aug 21 2016  11:15:22 pm
  Module:                 processor
  Technology libraries:   fast_vdd1v0 1.0
                          abstract_models 
  Operating conditions:   PVT_1P1V_0C (balanced_tree)
  Wireload mode:          enclosed
  Area mode:              timing library
============================================================

           Instance            Cells  Cell Area  Net Area   Total Area  Wireload     
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA14                       1          5         0            5    <none> (D) 
        FA13                       1          5         0            5    <none> (D) 
        FA12                       1          5         0            5    <none> (D) 
        FA11                       1          5         0            5    <none> (D) 
        FA10                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA9                        1          4         0            4    <none> (D) 
        FA8                        1          4         0            4    <none> (D) 
        FA7                        1          4         0            4    <none> (D) 
        FA6                        1          4         0            4    <none> (D) 
        FA5                        1          4         0            4    <none> (D) 
      CSA_level2_1                27        130         0          130    <none> (D) 
        FA9                        1          5         0            5    <none> (D) 
        FA8                        1          5         0            5    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA14                       1          5         0            5    <none> (D) 
        FA13                       1          5         0            5    <none> (D) 
        FA12                       1          5         0            5    <none> (D) 
        FA11                       1          5         0            5    <none> (D) 
        FA10                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA7                        1          4         0            4    <none> (D) 
        FA6                        1          4         0            4    <none> (D) 
      CSA_level1_2                26        127         0          127    <none> (D) 
        FA9                        1          5         0            5    <none> (D) 
        FA8                        1          5         0            5    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA14                       1          5         0            5    <none> (D) 
        FA13                       1          5         0            5    <none> (D) 
        FA12                       1          5         0            5    <none> (D) 
        FA11                       1          5         0            5    <none> (D) 
        FA10                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA7                        1          4         0            4    <none> (D) 
      level1_PSFF6                23        126         0          126    <none> (D) 
      CSA_level6_0                27        121         0          121    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA9                        1          4         0            4    <none> (D) 
        FA8                        1          4         0            4    <none> (D) 
        FA7                        1          4         0            4    <none> (D) 
        FA6                        1          4         0            4    <none> (D) 
        FA14                       1          4         0            4    <none> (D) 
        FA13                       1          4         0            4    <none> (D) 
        FA12                       1          4         0            4    <none> (D) 
        FA11                       1          4         0            4    <none> (D) 
        FA10                       1          4         0            4    <none> (D) 
      level3_PSFF3                22        120         0          120    <none> (D) 
      level1_PSFF7                21        115         0          115    <none> (D) 
      CSA_level3_1                24        114         0          114    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA14                       1          5         0            5    <none> (D) 
        FA13                       1          5         0            5    <none> (D) 
        FA12                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA9                        1          4         0            4    <none> (D) 
        FA11                       1          4         0            4    <none> (D) 
        FA10                       1          4         0            4    <none> (D) 
      CSA_level1_3                23        111         0          111    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA14                       1          5         0            5    <none> (D) 
        FA13                       1          5         0            5    <none> (D) 
        FA12                       1          5         0            5    <none> (D) 
        FA11                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA10                       1          4         0            4    <none> (D) 
      level1_PSFF8                20        109         0          109    <none> (D) 
      CSA_level7_0                26        107         0          107    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA9                        1          4         0            4    <none> (D) 
        FA8                        1          4         0            4    <none> (D) 
        FA7                        1          4         0            4    <none> (D) 
        FA21                       1          4         0            4    <none> (D) 
        FA20                       1          4         0            4    <none> (D) 
        FA19                       1          4         0            4    <none> (D) 
        FA18                       1          4         0            4    <none> (D) 
        FA17                       1          4         0            4    <none> (D) 
        FA16                       1          4         0            4    <none> (D) 
        FA15                       1          4         0            4    <none> (D) 
        FA14                       1          4         0            4    <none> (D) 
        FA13                       1          4         0            4    <none> (D) 
        FA12                       1          4         0            4    <none> (D) 
        FA11                       1          4         0            4    <none> (D) 
        FA10                       1          4         0            4    <none> (D) 
      CSA_level2_2                22        106         0          106    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA14                       1          5         0            5    <none> (D) 
        FA13                       1          5         0            5    <none> (D) 
        FA12                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA11                       1          4         0            4    <none> (D) 
      level3_PSFF4                18         98         0           98    <none> (D) 
      level1_PSFF9                18         98         0           98    <none> (D) 
      CSA_level1_4                20         96         0           96    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA16                       1          5         0            5    <none> (D) 
        FA15                       1          5         0            5    <none> (D) 
        FA14                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA13                       1          4         0            4    <none> (D) 
      level5_PSFF2                17         93         0           93    <none> (D) 
      level1_PSFF10               17         93         0           93    <none> (D) 
      CSA_level8_0                25         91         0           91    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA9                        1          4         0            4    <none> (D) 
        FA8                        1          4         0            4    <none> (D) 
        FA30                       1          4         0            4    <none> (D) 
        FA29                       1          4         0            4    <none> (D) 
        FA28                       1          4         0            4    <none> (D) 
        FA27                       1          4         0            4    <none> (D) 
        FA26                       1          4         0            4    <none> (D) 
        FA25                       1          4         0            4    <none> (D) 
        FA24                       1          4         0            4    <none> (D) 
        FA23                       1          4         0            4    <none> (D) 
        FA22                       1          4         0            4    <none> (D) 
        FA21                       1          4         0            4    <none> (D) 
        FA20                       1          4         0            4    <none> (D) 
        FA19                       1          4         0            4    <none> (D) 
        FA18                       1          4         0            4    <none> (D) 
        FA17                       1          4         0            4    <none> (D) 
        FA16                       1          4         0            4    <none> (D) 
        FA15                       1          4         0            4    <none> (D) 
        FA14                       1          4         0            4    <none> (D) 
        FA13                       1          4         0            4    <none> (D) 
        FA12                       1          4         0            4    <none> (D) 
        FA11                       1          4         0            4    <none> (D) 
        FA10                       1          4         0            4    <none> (D) 
      CSA_level4_1                19         88         0           88    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA16                       1          4         0            4    <none> (D) 
        FA15                       1          4         0            4    <none> (D) 
        FA14                       1          4         0            4    <none> (D) 
      CSA_level2_3                18         84         0           84    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA16                       1          4         0            4    <none> (D) 
        FA15                       1          4         0            4    <none> (D) 
      level3_PSFF5                15         82         0           82    <none> (D) 
      level1_PSFF11               15         82         0           82    <none> (D) 
      CSA_level1_5                17         80         0           80    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA17                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA16                       1          4         0            4    <none> (D) 
      CSA_level3_2                17         79         0           79    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA19                       1          5         0            5    <none> (D) 
        FA18                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA17                       1          4         0            4    <none> (D) 
        FA16                       1          4         0            4    <none> (D) 
      level1_PSFF12               14         77         0           77    <none> (D) 
      level1_PSFF13               12         66         0           66    <none> (D) 
      CSA_level1_6                14         65         0           65    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA20                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA19                       1          4         0            4    <none> (D) 
      level3_PSFF6                11         60         0           60    <none> (D) 
      level1_PSFF14               11         60         0           60    <none> (D) 
      CSA_level2_4                13         60         0           60    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA22                       1          5         0            5    <none> (D) 
        FA21                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA20                       1          4         0            4    <none> (D) 
      level5_PSFF3                10         55         0           55    <none> (D) 
      CSA_level5_1                12         51         0           51    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA24                       1          4         0            4    <none> (D) 
        FA23                       1          4         0            4    <none> (D) 
        FA22                       1          4         0            4    <none> (D) 
        FA21                       1          4         0            4    <none> (D) 
      CSA_level1_7                11         50         0           50    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA24                       1          5         0            5    <none> (D) 
        FA23                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA22                       1          4         0            4    <none> (D) 
      level1_PSFF15                9         49         0           49    <none> (D) 
      level3_PSFF7                 8         44         0           44    <none> (D) 
      level1_PSFF16                8         44         0           44    <none> (D) 
      level1_PS0                  32         44         0           44    <none> (D) 
      CSA_level3_3                10         43         0           43    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA25                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA24                       1          4         0            4    <none> (D) 
        FA23                       1          4         0            4    <none> (D) 
      level1_PS1                  31         42         0           42    <none> (D) 
      level1_PS2                  30         41         0           41    <none> (D) 
      level1_PS3                  29         40         0           40    <none> (D) 
      level1_PS4                  28         38         0           38    <none> (D) 
      CSA_level2_5                 9         38         0           38    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA25                       1          4         0            4    <none> (D) 
        FA24                       1          4         0            4    <none> (D) 
      level1_PS5                  27         37         0           37    <none> (D) 
      CSA_level4_2                 9         37         0           37    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA26                       1          4         0            4    <none> (D) 
        FA25                       1          4         0            4    <none> (D) 
        FA24                       1          4         0            4    <none> (D) 
      level1_PS6                  26         36         0           36    <none> (D) 
      level1_PS7                  25         34         0           34    <none> (D) 
      CSA_level1_8                 8         34         0           34    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA28                       1          5         0            5    <none> (D) 
        FA27                       1          5         0            5    <none> (D) 
        FA26                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA25                       1          4         0            4    <none> (D) 
      level1_PSFF17                6         33         0           33    <none> (D) 
      level1_PS8                  24         33         0           33    <none> (D) 
      level1_PS9                  23         31         0           31    <none> (D) 
      level1_PS10                 22         30         0           30    <none> (D) 
      level1_PS11                 21         29         0           29    <none> (D) 
      level3_PSFF8                 5         27         0           27    <none> (D) 
      level1_PSFF18                5         27         0           27    <none> (D) 
      level1_PS12                 20         27         0           27    <none> (D) 
      level1_PS13                 19         26         0           26    <none> (D) 
      level1_PS14                 18         25         0           25    <none> (D) 
      level1_PS15                 17         23         0           23    <none> (D) 
      level1_PS16                 16         22         0           22    <none> (D) 
      level1_PS17                 15         21         0           21    <none> (D) 
      level1_PS18                 14         19         0           19    <none> (D) 
      CSA_level1_9                 5         19         0           19    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA29                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA28                       1          4         0            4    <none> (D) 
      level1_PS19                 13         18         0           18    <none> (D) 
      level1_PSFF19                3         16         0           16    <none> (D) 
      level1_PS20                 12         16         0           16    <none> (D) 
      level1_PS21                 11         15         0           15    <none> (D) 
      level1_PS22                 10         14         0           14    <none> (D) 
      CSA_level2_6                 4         14         0           14    <none> (D) 
        FA30                       1          5         0            5    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA29                       1          4         0            4    <none> (D) 
      level1_PS23                  9         12         0           12    <none> (D) 
      level1_PSFF20                2         11         0           11    <none> (D) 
      level1_PS24                  8         11         0           11    <none> (D) 
      level1_PS25                  7         10         0           10    <none> (D) 
      CSA_level3_4                 3          9         0            9    <none> (D) 
        FA31                       2          5         0            5    <none> (D) 
        FA30                       1          4         0            4    <none> (D) 
      level1_PS26                  6          8         0            8    <none> (D) 
      level1_PS27                  5          7         0            7    <none> (D) 
      level7_PSFF2                 1          5         0            5    <none> (D) 
      level5_PSFF4                 1          5         0            5    <none> (D) 
      level3_PSFF9                 1          5         0            5    <none> (D) 
      level1_PSFF21                1          5         0            5    <none> (D) 
      level1_PS28                  4          5         0            5    <none> (D) 
      level1_PS29                  3          4         0            4    <none> (D) 
      level1_PS30                  2          3         0            3    <none> (D) 
      level1_PS31                  1          1         0            1    <none> (D) 
    add_sub                      611       2522         0         2522    <none> (D) 
      adder_sub                  578       2445         0         2445    <none> (D) 
        layer04_P_FF              32        175         0          175    <none> (D) 
        layer03_P_FF              32        175         0          175    <none> (D) 
        layer02_P_FF              32        175         0          175    <none> (D) 
        layer01_P_FF              32        175         0          175    <none> (D) 
        layer04_CARRY_FF          16         88         0           88    <none> (D) 
        layer01_gOutL1_FF         15         82         0           82    <none> (D) 
        layer01_aOutL1_FF         15         82         0           82    <none> (D) 
        layer01_G_FF              15         82         0           82    <none> (D) 
        layer01_A_FF              15         82         0           82    <none> (D) 
        layer02_gOutL2_FF         14         77         0           77    <none> (D) 
        layer02_aOutL2_FF         14         77         0           77    <none> (D) 
        layer03_gOutL3_FF         12         66         0           66    <none> (D) 
        layer03_aOutL3_FF         12         66         0           66    <none> (D) 
        layer04_gOutL4_FF          8         44         0           44    <none> (D) 
        layer04_aOutL4_FF          8         44         0           44    <none> (D) 
        layer03_CARRY_FF           8         44         0           44    <none> (D) 
        layer02_gOutL1_FF          7         38         0           38    <none> (D) 
        layer02_aOutL1_FF          7         38         0           38    <none> (D) 
        layer02_G_FF               7         38         0           38    <none> (D) 
        layer02_A_FF               7         38         0           38    <none> (D) 
        layer03_gOutL2_FF          6         33         0           33    <none> (D) 
        layer03_aOutL2_FF          6         33         0           33    <none> (D) 
        layer04_gOutL3_FF          4         22         0           22    <none> (D) 
        layer04_aOutL3_FF          4         22         0           22    <none> (D) 
        layer02_CARRY_FF           4         22         0           22    <none> (D) 
        layer03_gOutL1_FF          3         16         0           16    <none> (D) 
        layer03_aOutL1_FF          3         16         0           16    <none> (D) 
        layer03_G_FF               3         16         0           16    <none> (D) 
        layer03_A_FF               3         16         0           16    <none> (D) 
        layer04_gOutL2_FF          2         11         0           11    <none> (D) 
        layer04_aOutL2_FF          2         11         0           11    <none> (D) 
        layer01_CARRY_FF           2         11         0           11    <none> (D) 
        layer04_gOutL1_FF          1          5         0            5    <none> (D) 
        layer04_aOutL1_FF          1          5         0            5    <none> (D) 
        layer04_G_FF               1          5         0            5    <none> (D) 
        layer04_A_FF               1          5         0            5    <none> (D) 
        level4_16                  2          4         0            4    <none> (D) 
        level4_15                  2          4         0            4    <none> (D) 
        level4_14                  2          4         0            4    <none> (D) 
        level4_13                  2          4         0            4    <none> (D) 
        level4_12                  2          4         0            4    <none> (D) 
        level4_11                  2          4         0            4    <none> (D) 
        level4_10                  2          4         0            4    <none> (D) 
        level4_09                  2          4         0            4    <none> (D) 
        level3_16                  2          4         0            4    <none> (D) 
        level3_15                  2          4         0            4    <none> (D) 
        level3_14                  2          4         0            4    <none> (D) 
        level3_13                  2          4         0            4    <none> (D) 
        level3_12                  2          4         0            4    <none> (D) 
