============================================================
  Generated by:           Genus(TM) Synthesis Solution GENUS15.23 - 15.20-s040_1
  Generated on:           Aug 21 2016  11:15:22 pm
  Module:                 processor
  Technology libraries:   fast_vdd1v0 1.0
                          abstract_models 
  Operating conditions:   PVT_1P1V_0C (balanced_tree)
  Wireload mode:          enclosed
  Area mode:              timing library
============================================================

           Instance            Cells  Cell Area  Net Area   Total Area  Wireload     
      DFF0                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
    DFF5                          64        252         0          252    <none> (D) 
      DFF9                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF8                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF7                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF6                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF5                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF4                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF31                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF30                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF3                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF29                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF28                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF27                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF26                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF25                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF24                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF23                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF22                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF21                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF20                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF2                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF19                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF18                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF17                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF16                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF15                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF14                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF13                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF12                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF11                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF10                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF1                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF0                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
    DFF4                          64        252         0          252    <none> (D) 
      DFF9                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF8                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF7                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF6                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF5                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF4                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF31                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF30                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF3                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF29                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF28                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF27                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF26                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF25                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF24                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF23                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF22                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF21                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF20                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF2                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF19                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF18                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF17                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF16                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF15                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF14                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF13                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF12                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF11                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF10                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF1                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF0                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
    DFF31                         64        252         0          252    <none> (D) 
      DFF9                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF8                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF7                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF6                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF5                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF4                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF31                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF30                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF3                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF29                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF28                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF27                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF26                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF25                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF24                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF23                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF22                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF21                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF20                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF2                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF19                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF18                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF17                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF16                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF15                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF14                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF13                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF12                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF11                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF10                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF1                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF0                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
    DFF30                         64        252         0          252    <none> (D) 
      DFF9                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF8                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF7                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF6                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF5                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF4                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF31                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF30                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF3                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF29                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF28                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF27                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF26                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF25                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF24                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF23                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF22                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF21                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF20                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF2                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF19                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF18                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF17                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF16                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF15                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF14                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF13                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF12                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF11                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF10                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF1                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF0                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
    DFF3                          64        252         0          252    <none> (D) 
      DFF9                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF8                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF7                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF6                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF5                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF4                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF31                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF30                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF3                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF29                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF28                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF27                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF26                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF25                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF24                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF23                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF22                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF21                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF20                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF2                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF19                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF18                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF17                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF16                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF15                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF14                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF13                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF12                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF11                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF10                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF1                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF0                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
    DFF29                         64        252         0          252    <none> (D) 
      DFF9                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF8                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF7                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF6                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF5                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF4                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF31                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF30                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF3                         2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF29                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF28                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
        MUX                        1          2         0            2    <none> (D) 
      DFF27                        2          8         0            8    <none> (D) 
        DFF                        1          5         0            5    <none> (D) 
